sec,value
2998,125
2999,126
3000,128
3001,129
3002,131
3003,132
3004,132
3005,133
3006,133
3007,132
3008,131
3009,130
3010,129
3011,129
3012,128
3013,128
3014,129
3015,130
3016,130
3017,131
3018,131
3019,132
3020,131
3021,131
3022,131
3023,132
3024,133
3025,134
3026,134
3027,134
3028,134
3029,134
3030,133
3031,132
3032,132
3033,133
3034,134
3035,134
3036,135
3037,135
3038,135
3039,135
3040,134
3041,133
3042,132
3043,132
3044,131
3045,130
3046,129
3047,128
3048,128
3049,127
3050,126
3051,126
3052,127
3053,128
3054,130
3055,131
3056,132
3057,134
3058,135
3059,137
3060,138
3061,139
3062,141
3063,142
3064,143
3065,144
3066,145
3067,146
3068,145
3069,145
3070,145
3071,144
3072,143
3073,142
3074,141
3075,140
3076,139
3077,139
3078,138
3079,138
3080,139
3081,138
3082,137
3083,136
3084,136
3085,136
3086,138
3087,137
3088,136
3089,135
3090,134
3091,133
3092,133
3093,133
3094,133
3095,132
3096,130
3097,129
3098,128
3099,129
3100,129
3101,129
3102,130
3103,132
3104,133
3105,135
3106,133
3107,133
3108,133
3109,132
3110,131
3111,131
3112,131
3113,131
3114,131
3115,130
3116,129
3117,128
3118,128
3119,130
3120,131
3121,133
3122,134
3123,133
3124,132
3125,131
3126,130
3127,129
3128,128
3129,127
3130,126
3131,126
3132,125
3133,127
3134,128
3135,128
3136,128
3137,130
3138,131
3139,133
3140,134
3141,134
3142,134
3143,133
3144,133
3145,132
3146,131
3147,130
3148,129
3149,129
3150,129
3151,128
3152,128
3153,128
3154,128
3155,128
3156,128
3157,127
3158,127
3159,127
3160,127
3161,127
3162,127
3163,127
3164,127
3165,126
3166,125
3167,125
3168,126
3169,126
3170,126
3171,125
3172,126
3173,127
3174,126
3175,126
3176,126
3177,127
3178,127
3179,128
3180,129
3181,130
3182,131
3183,132
3184,133
3185,132
3186,131
3187,130
3188,129
3189,129
3190,128
3191,129
3192,129
3193,129
3194,128
3195,127
3196,126
3197,125
3198,124
3199,123
3200,123
3201,122
3202,123
3203,124
3204,122
3205,123
3206,124
3207,125
3208,126
3209,128
3210,129
3211,131
3212,132
3213,134
3214,136
3215,138
3216,139
3217,140
3218,141
3219,140
3220,140
3221,140
3222,141
3223,142
3224,142
3225,143
3226,142
3227,142
3228,142
3229,142
3230,142
3231,142
3232,142
3233,142
3234,143
3235,144
3236,145
3237,144
3238,143
3239,143
3240,142
3241,143
3242,142
3243,142
3244,142
3245,141
3246,141
3247,141
3248,140
3249,139
3250,138
3251,137
3252,139
3253,141
3254,142
3255,143
3256,145
3257,146
3258,146
3259,145
3260,144
3261,143
3262,143
3263,143
3264,142
3265,141
3266,140
3267,139
3268,137
3269,133
3270,130
3271,129
3272,123
3273,123
3274,124
3275,124
3276,119
3277,117
3278,120
3279,120
3280,114
3281,112
3282,111
3283,111
3284,113
3285,112
3286,114
3287,116
3288,117
3289,116
3290,116
3291,117
3292,117
3293,117
3294,115
3295,119
3296,124
3297,125
3298,123
3299,118
3300,114
3301,112
3302,107
3303,105
3304,102
3305,97
3306,99
3307,102
3308,103
3309,102
3310,103
3311,104
3312,105
3313,106
3314,105
3315,102
3316,98
3317,95
3318,91
3319,85
3320,83
3321,84
3322,85
3323,87
3324,88
3325,87
3326,86
3327,87
3328,88
3329,90
3330,91
3331,93
3332,98
3333,100
3334,102
3335,103
3336,104
3337,105
3338,111
3339,113
3340,111
3341,108
3342,105
3343,103
3344,104
3345,105
3346,108
3347,109
3348,110
3349,111
3350,113
3351,113
3352,114
3353,109
3354,105
3355,104
3356,102
3357,101
3358,102
3359,102
3360,103
3361,106
3362,108
3363,109
3364,110
3365,112
3366,113
3367,112
3368,110
3369,110
3370,110
3371,112
3372,111
3373,109
3374,107
3375,105
3376,106
3377,107
3378,106
3379,105
3380,107
3381,109
3382,107
3383,105
3384,103
3385,102
3386,103
3387,104
3388,104
3389,105
3390,102
3391,100
3392,103
3393,109
3394,115
3395,117
3396,117
3397,119
3398,118
3399,116
3400,113
3401,109
3402,106
3403,103
3404,99
3405,95
3406,91
3407,86
3408,81
3409,80
3410,81
3411,80
3412,77
3413,75
3414,75
3415,74
3416,76
3417,76
3418,75
3419,75
3420,87
3421,90
3422,90
3423,91
3424,90
3425,91
3426,90
3427,92
3428,98
3429,100
3430,101
3431,100
3432,97
3433,96
3434,97
3435,99
3436,97
3437,96
3438,94
3439,93
3440,95
3441,92
3442,91
3443,90
3444,89
3445,89
3446,90
3447,91
3448,90
3449,93
3450,93
3451,93
3452,94
3453,93
3454,98
3455,101
3456,101
3457,99
3458,97
3459,96
3460,94
3461,93
3462,91
3463,94
3464,95
3465,96
3466,94
3467,93
3468,92
3469,93
3470,94
3471,93
3472,92
3473,93
3474,93
3475,93
3476,93
3477,92
3478,92
3479,92
3480,93
3481,93
3482,92
3483,91
3484,90
3485,85
3486,81
3487,79
3488,75
3489,74
3490,75
3491,77
3492,77
3493,78
3494,92
3495,93
3496,92
3497,91
3498,92
3499,96
3500,99
3501,101
3502,102
3503,107
3504,108
3505,109
3506,110
3507,109
3508,107
3509,105
3510,104
3511,105
3512,107
3513,106
3514,110
3515,114
3516,115
3517,116
3518,118
3519,120
3520,121
3521,122
3522,120
3523,119
3524,120
3525,119
3526,118
3527,116
3528,116
3529,117
3530,115
3531,116
3532,111
3533,106
3534,101
3535,103
3536,109
3537,108
3538,102
3539,95
3540,94
3541,97
3542,100
3543,101
3544,100
3545,103
3546,106
3547,106
3548,106
3549,105
3550,103
3551,104
3552,106
3553,105
3554,107
3555,108
3556,107
3557,105
3558,107
3559,105
3560,100
3561,97
3562,95
3563,92
3564,89
3565,87
3566,84
3567,82
3568,80
3569,85
3570,89
3571,91
3572,92
3573,93
3574,94
3575,94
3576,95
3577,92
3578,91
3579,91
3580,92
3581,91
3582,88
3583,87
3584,87
3585,87
3586,88
3587,87
3588,87
3589,86
3590,87
3591,88
3592,89
3593,89
3594,90
3595,91
3596,91
3597,89
3598,87
3599,87
3600,86
3601,85
3602,85
3603,87
3604,86
3605,85
3606,85
3607,86
3608,85
3609,87
3610,87
3611,88
3612,89
3613,90
3614,89
3615,88
3616,89
3617,89
3618,88
3619,86
3620,84
3621,83
3622,82
3623,82
3624,83
3625,84
3626,84
3627,84
3628,84
3629,84
3630,88
3631,89
3632,88
3633,87
3634,85
3635,84
3636,85
3637,86
3638,87
3639,85
3640,82
3641,81
3642,80
3643,81
3644,82
3645,83
3646,82
3647,83
3648,83
3649,82
3650,83
3651,82
3652,83
3653,84
3654,85
3655,86
3656,85
3657,84
3658,83
3659,82
3660,81
3661,80
3662,81
3663,82
3664,82
3665,82
3666,84
3667,86
3668,88
3669,89
3670,89
3671,89
3672,91
3673,91
3674,89
3675,88
3676,87
3677,86
3678,86
3679,87
3680,88
3681,88
3682,87
3683,87
3684,86
3685,87
3686,86
3687,87
3688,88
3689,90
3690,90
3691,89
3692,88
3693,86
3694,86
3695,95
3696,96
3697,98
3698,102
3699,103
3700,106
3701,107
3702,109
3703,110
3704,111
3705,112
3706,113
3707,112
3708,111
3709,111
3710,112
3711,113
3712,114
3713,108
3714,110
3715,112
3716,111
3717,112
3718,109
3719,105
3720,108
3721,109
3722,111
3723,113
3724,112
3725,111
3726,111
3727,113
3728,112
3729,115
3730,115
3731,114
3732,115
3733,114
3734,113
3735,110
3736,105
3737,102
3738,98
3739,96
3740,95
3741,93
3742,90
3743,88
3744,86
3745,84
3746,81
3747,83
3748,85
3749,87
3750,88
3751,87
3752,84
3753,85
3754,86
3755,87
3756,87
3757,88
3758,90
3759,93
3760,95
3761,95
3762,95
3763,94
3764,95
3765,97
3766,98
3767,99
3768,100
3769,102
3770,104
3771,106
3772,104
3773,101
3774,96
3775,89
3776,86
3777,84
3778,83
3779,86
3780,87
3781,88
3782,92
3783,93
3784,94
3785,97
3786,98
3787,98
3788,101
3789,103
3790,105
3791,109
3792,112
3793,111
3794,110
3795,111
3796,110
3797,108
3798,116
3799,115
3800,113
3801,110
3802,109
3803,109
3804,113
3805,114
3806,112
3807,108
3808,105
3809,103
3810,101
3811,102
3812,102
3813,103
3814,103
3815,101
3816,102
3817,103
3818,102
3819,104
3820,104
3821,112
3822,111
3823,108
3824,107
3825,105
3826,101
3827,99
3828,95
3829,90
3830,88
3831,91
3832,94
3833,95
3834,92
3835,89
3836,90
3837,91
3838,91
3839,92
3840,93
3841,91
3842,93
3843,94
3844,96
3845,99
3846,101
3847,102
3848,101
3849,100
3850,96
3851,96
3852,102
3853,101
3854,100
3855,101
3856,104
3857,107
3858,105
3859,98
3860,95
3861,96
3862,95
3863,95
3864,96
3865,98
3866,98
3867,102
3868,101
3869,100
3870,101
3871,102
3872,101
3873,102
3874,101
3875,100
3876,99
3877,100
3878,103
3879,102
3880,103
3881,111
3882,113
3883,116
3884,114
3885,117
3886,117
3887,119
3888,120
3889,117
3890,113
3891,112
3892,116
3893,119
3894,121
3895,122
3896,124
3897,123
3898,120
3899,119
3900,124
3901,121
3902,118
3903,121
3904,126
3905,127
3906,126
3907,124
3908,122
3909,121
3910,118
3911,115
3912,113
3913,111
3914,112
3915,115
3916,113
3917,115
3918,115
3919,115
3920,118
3921,113
3922,117
3923,113
3924,105
3925,98
3926,94
3927,89
3928,83
3929,81
3930,100
3931,101
3932,98
3933,94
3934,93
3935,95
3936,96
3937,97
3938,96
3939,97
3940,98
3941,97
3942,95
3943,95
3944,99
3945,100
3946,99
3947,98
3948,98
3949,99
3950,100
3951,101
3952,100
3953,99
3954,100
3955,101
3956,101
3957,102
3958,101
3959,101
3960,102
3961,101
3962,100
3963,100
3964,99
3965,100
3966,98
3967,97
3968,98
3969,98
3970,98
3971,94
3972,93
3973,93
3974,96
3975,99
3976,101
3977,98
3978,99
3979,102
3980,103
3981,103
3982,102
3983,102
3984,104
3985,106
3986,108
3987,107
3988,107
3989,108
3990,110
3991,113
3992,115
3993,113
3994,113
3995,110
3996,109
3997,109
3998,111
3999,115
4000,117
4001,118
4002,120
4003,118
4004,117
4005,119
4006,121
4007,120
4008,117
4009,115
4010,121
4011,123
4012,120
4013,117
4014,122
4015,119
4016,115
4017,117
4018,118
4019,122
4020,124
4021,123
4022,122
4023,123
4024,123
4025,122
4026,121
4027,118
4028,115
4029,112
4030,107
4031,107
4032,104
4033,99
4034,94
4035,89
4036,91
4037,102
4038,103
4039,105
4040,103
4041,102
4042,109
4043,108
4044,110
4045,114
4046,116
4047,117
4048,116
4049,113
4050,110
4051,107
4052,106
4053,107
4054,112
4055,113
4056,112
4057,113
4058,113
4059,114
4060,111
4061,103
4062,101
4063,100
4064,99
4065,98
4066,99
4067,98
4068,98
4069,97
4070,95
4071,96
4072,97
4073,98
4074,98
4075,99
4076,101
4077,101
4078,98
4079,98
4080,99
4081,100
4082,100
4083,101
4084,103
4085,102
4086,103
4087,104
4088,103
4089,102
4090,101
4091,99
4092,99
4093,99
4094,98
4095,97
4096,96
4097,96
4098,97
4099,98
4100,97
4101,95
4102,94
4103,94
4104,94
4105,95
4106,95
4107,91
4108,90
4109,89
4110,91
4111,94
4112,96
4113,97
4114,101
4115,100
4116,98
4117,97
4118,101
4119,104
4120,105
4121,109
4122,111
4123,110
4124,111
4125,110
4126,109
4127,108
4128,106
4129,104
4130,102
4131,102
4132,104
4133,106
4134,104
4135,101
4136,97
4137,92
4138,88
4139,84
4140,82
4141,81
4142,81
4143,81
4144,80
4145,78
4146,76
4147,72
4148,67
4149,62
4150,53
4151,54
4152,52
4153,51
4154,53
4155,55
4156,57
4157,58
4158,59
4159,62
4160,64
4161,65
4162,65
4163,66
4164,67
4165,66
4166,66
4167,65
4168,66
4169,65
4170,64
4171,65
4172,69
4173,70
4174,71
4175,72
4176,74
4177,75
4178,75
4179,78
4180,77
4181,78
4182,80
4183,80
4184,79
4185,78
4186,77
4187,74
4188,71
4189,69
4190,73
4191,74
4192,75
4193,77
4194,77
4195,76
4196,71
4197,73
4198,72
4199,73
4200,77
4201,79
4202,81
4203,82
4204,86
4205,90
4206,87
4207,83
4208,80
4209,80
4210,79
4211,82
4212,85
4213,88
4214,90
4215,89
4216,87
4217,86
4218,84
4219,84
4220,84
4221,83
4222,86
4223,87
4224,86
4225,83
4226,80
4227,81
4228,83
4229,84
4230,85
4231,82
4232,85
4233,87
4234,90
4235,91
4236,93
4237,91
4238,89
4239,88
4240,86
4241,85
4242,86
4243,87
4244,89
4245,92
4246,95
4247,100
4248,101
4249,101
4250,101
4251,102
4252,103
4253,102
4254,102
4255,102
4256,102
4257,99
4258,105
4259,106
4260,105
4261,106
4262,106
4263,105
4264,106
4265,107
4266,107
4267,108
4268,109
4269,110
4270,108
4271,100
4272,94
4273,87
4274,86
4275,88
4276,92
4277,94
4278,96
4279,97
4280,98
4281,98
4282,95
4283,91
4284,92
4285,93
4286,92
4287,93
4288,92
4289,93
4290,94
4291,95
4292,97
4293,96
4294,98
4295,99
4296,100
4297,100
4298,99
4299,98
4300,94
4301,93
4302,92
4303,93
4304,95
4305,95
4306,94
4307,92
4308,93
4309,95
4310,90
4311,87
4312,88
4313,88
4314,89
4315,88
4316,87
4317,85
4318,84
4319,85
4320,86
4321,86
4322,87
4323,85
4324,84
4325,81
4326,79
4327,80
4328,82
4329,79
4330,75
4331,74
4332,75
4333,78
4334,80
4335,81
4336,81
4337,80
4338,79
4339,78
4340,77
4341,76
4342,75
4343,74
4344,74
4345,73
4346,74
4347,75
4348,78
4349,80
4350,84
4351,86
4352,87
4353,91
4354,94
4355,101
4356,106
4357,105
4358,106
4359,107
4360,108
4361,110
4362,109
4363,115
4364,115
4365,112
4366,112
4367,112
4368,110
4369,106
4370,107
4371,106
4372,107
4373,104
4374,106
4375,107
4376,113
4377,111
4378,107
4379,104
4380,102
4381,101
4382,102
4383,104
4384,103
4385,100
4386,103
4387,107
4388,108
4389,110
4390,111
4391,112
4392,109
4393,106
4394,100
4395,100
4396,100
4397,99
4398,99
4399,100
4400,99
4401,98
4402,97
4403,100
4404,99
4405,97
4406,94
4407,92
4408,90
4409,86
4410,85
4411,83
4412,82
4413,80
4414,77
4415,78
4416,79
4417,80
4418,82
4419,84
4420,85
4421,87
4422,89
4423,91
4424,91
4425,90
4426,89
4427,88
4428,84
4429,81
4430,79
4431,78
4432,77
4433,75
4434,74
4435,73
4436,72
4437,71
4438,72
4439,74
4440,76
4441,77
4442,83
4443,88
4444,92
4445,93
4446,94
4447,94
4448,96
4449,97
4450,96
4451,95
4452,96
4453,95
4454,94
4455,93
4456,92
4457,93
4458,94
4459,95
4460,97
4461,98
4462,97
4463,95
4464,93
4465,92
4466,89
4467,90
4468,91
4469,89
4470,90
4471,94
4472,95
4473,95
4474,94
4475,96
4476,98
4477,97
4478,95
4479,94
4480,93
4481,91
4482,92
4483,93
4484,94
4485,92
4486,91
4487,90
4488,88
4489,90
4490,93
4491,99
4492,101
4493,98
4494,96
4495,99
4496,100
4497,97
4498,92
4499,90
4500,91
4501,92
4502,93
4503,95
4504,95
4505,96
4506,94
4507,93
4508,94
4509,97
4510,100
4511,101
4512,104
4513,106
4514,103
4515,99
4516,95
4517,90
4518,87
4519,89
4520,93
4521,94
4522,92
4523,93
4524,94
4525,93
4526,94
4527,93
4528,94
4529,99
4530,101
4531,102
4532,103
4533,107
4534,110
4535,111
4536,110
4537,108
4538,104
4539,101
4540,100
4541,96
4542,93
4543,91
4544,92
4545,92
4546,95
4547,96
4548,97
4549,98
4550,98
4551,97
4552,96
4553,97
4554,96
4555,94
4556,95
4557,93
4558,93
4559,91
4560,88
4561,88
4562,89
4563,86
4564,93
4565,95
4566,96
4567,96
4568,97
4569,96
4570,95
4571,93
4572,92
4573,91
4574,92
4575,92
4576,93
4577,94
4578,95
4579,96
4580,95
4581,93
4582,93
4583,92
4584,93
4585,93
4586,92
4587,90
4588,89
4589,88
4590,87
4591,87
4592,87
4593,88
4594,90
4595,91
4596,92
4597,93
4598,92
4599,91
4600,89
4601,88
4602,86
4603,84
4604,84
4605,85
4606,84
4607,84
4608,85
4609,84
4610,81
4611,77
4612,75
4613,72
4614,76
4615,76
4616,76
4617,75
4618,76
4619,76
4620,77
4621,77
4622,77
4623,78
4624,77
4625,75
4626,75
4627,76
4628,77
4629,79
4630,77
4631,75
4632,74
4633,74
4634,76
4635,76
4636,74
4637,73
4638,74
4639,75
4640,76
4641,77
4642,79
4643,78
4644,76
4645,74
4646,73
4647,72
4648,72
4649,74
4650,76
4651,76
4652,77
4653,76
4654,77
4655,78
4656,88
4657,88
4658,88
4659,89
4660,91
4661,92
4662,96
4663,96
4664,98
4665,99
4666,98
4667,95
4668,94
4669,94
4670,94
4671,95
4672,96
4673,97
4674,96
4675,95
4676,94
4677,93
4678,92
4679,92
4680,91
4681,92
4682,90
4683,90
4684,91
4685,90
4686,90
4687,89
4688,89
4689,90
4690,90
4691,90
4692,89
4693,88
4694,86
4695,87
4696,89
4697,92
4698,90
4699,89
4700,88
4701,88
4702,90
4703,89
4704,90
4705,91
4706,91
4707,92
4708,91
4709,91
4710,90
4711,91
4712,91
4713,91
4714,88
4715,87
4716,87
4717,89
4718,91
4719,91
4720,90
4721,90
4722,89
4723,88
4724,89
4725,89
4726,90
4727,91
4728,91
4729,90
4730,91
4731,90
4732,89
4733,91
4734,92
4735,93
4736,92
4737,93
4738,93
4739,92
4740,91
4741,89
4742,88
4743,90
4744,91
4745,90
4746,92
4747,93
4748,92
4749,94
4750,93
4751,90
4752,87
4753,86
4754,86
4755,86
4756,87
4757,88
4758,91
4759,91
4760,92
4761,93
4762,95
4763,96
4764,94
4765,93
4766,92
4767,91
4768,90
4769,89
4770,91
4771,95
4772,94
4773,92
4774,91
4775,92
4776,94
4777,97
4778,95
4779,95
4780,95
4781,94
4782,92
4783,90
4784,89
4785,88
4786,89
4787,88
4788,91
4789,93
4790,93
4791,93
4792,94
4793,94
4794,93
4795,92
4796,93
4797,94
4798,95
4799,94
4800,92
4801,91
4802,90
4803,90
4804,89
4805,89
4806,90
4807,91
4808,92
4809,91
4810,91
4811,90
4812,87
4813,86
4814,85
4815,83
4816,82
4817,81
4818,80
4819,81
4820,82
4821,83
4822,83
4823,84
4824,83
4825,84
4826,84
4827,83
4828,84
4829,83
4830,83
4831,82
4832,83
4833,84
4834,85
4835,87
4836,86
4837,83
4838,82
4839,83
4840,82
4841,83
4842,84
4843,85
4844,84
4845,82
4846,82
4847,82
4848,83
4849,82
4850,81
4851,89
4852,92
4853,91
4854,91
4855,92
4856,93
4857,93
4858,93
4859,93
4860,93
4861,93
4862,92
4863,90
4864,90
4865,91
4866,92
4867,91
4868,89
4869,90
4870,87
4871,86
4872,85
4873,86
4874,85
4875,86
4876,86
4877,87
4878,88
4879,86
4880,85
4881,87
4882,88
4883,89
4884,90
4885,91
4886,92
4887,91
4888,91
4889,92
4890,93
4891,94
4892,95
4893,96
4894,96
4895,95
4896,95
4897,94
4898,93
4899,91
4900,89
4901,90
4902,92
4903,94
4904,95
4905,95
4906,95
4907,94
4908,98
4909,97
4910,93
4911,91
4912,90
4913,90
4914,91
4915,92
4916,98
4917,99
4918,98
4919,97
4920,95
4921,95
4922,96
4923,100
4924,101
4925,100
4926,98
4927,99
4928,99
4929,99
4930,100
4931,98
4932,93
4933,95
4934,98
4935,96
4936,93
4937,94
4938,96
4939,98
4940,100
4941,100
4942,98
4943,99
4944,101
4945,100
4946,100
4947,100
4948,100
4949,101
4950,100
4951,92
4952,88
4953,89
4954,86
4955,84
4956,85
4957,85
4958,86
4959,86
4960,85
4961,83
4962,82
4963,82
4964,78
4965,77
4966,76
4967,75
4968,74
4969,74
4970,73
4971,74
4972,74
4973,75
4974,74
4975,75
4976,74
4977,71
4978,71
4979,73
4980,72
4981,73
4982,72
4983,71
4984,70
4985,72
4986,72
4987,73
4988,74
4989,73
4990,73
4991,74
4992,75
4993,81
4994,92
4995,102
4996,107
4997,108
4998,109
4999,116
5000,120
5001,121
5002,120
5003,124
5004,122
5005,109
5006,108
5007,109
5008,110
5009,111
5010,109
5011,112
5012,114
5013,117
5014,116
5015,119
5016,116
5017,115
5018,116
5019,113
5020,114
5021,112
5022,110
5023,112
5024,110
5025,109
5026,107
5027,106
5028,105
5029,102
5030,101
5031,103
5032,105
5033,110
5034,115
5035,110
5036,109
5037,109
5038,110
5039,113
5040,116
5041,115
5042,116
5043,112
5044,111
5045,111
5046,112
5047,114
5048,113
5049,110
5050,114
5051,115
5052,114
5053,115
5054,111
5055,106
5056,102
5057,100
5058,101
5059,100
5060,99
5061,97
5062,95
5063,93
5064,88
5065,91
5066,91
5067,90
5068,89
5069,87
5070,86
5071,85
5072,83
5073,82
5074,81
5075,80
5076,79
5077,77
5078,76
5079,74
5080,75
5081,76
5082,75
5083,74
5084,73
5085,74
5086,75
5087,77
5088,78
5089,79
5090,79
5091,79
5092,78
5093,77
5094,76
5095,75
5096,74
5097,75
5098,75
5099,75
5100,74
5101,73
5102,72
5103,71
5104,71
5105,73
5106,72
5107,71
5108,74
5109,76
5110,75
5111,77
5112,78
5113,77
5114,76
5115,75
5116,78
5117,80
5118,82
5119,81
5120,79
5121,81
5122,82
5123,85
5124,83
5125,83
5126,86
5127,87
5128,88
5129,87
5130,86
5131,86
5132,84
5133,85
5134,87
5135,85
5136,83
5137,84
5138,84
5139,84
5140,83
5141,82
5142,82
5143,81
5144,80
5145,80
5146,81
5147,82
5148,81
5149,82
5150,82
5151,84
5152,86
5153,86
5154,87
5155,86
5156,87
5157,87
5158,87
5159,88
5160,87
5161,88
5162,89
5163,91
5164,92
5165,91
5166,88
5167,87
5168,87
5169,86
5170,85
5171,86
5172,86
5173,86
5174,85
5175,84
5176,84
5177,101
5178,102
5179,102
5180,100
5181,98
5182,96
5183,95
5184,96
5185,97
5186,100
5187,99
5188,98
5189,96
5190,93
5191,92
5192,95
5193,96
5194,97
5195,98
5196,97
5197,97
5198,95
5199,93
5200,92
5201,91
5202,90
5203,91
5204,97
5205,101
5206,100
5207,101
5208,102
5209,99
5210,95
5211,93
5212,98
5213,100
5214,99
5215,97
5216,97
5217,93
5218,86
5219,84
5220,83
5221,88
5222,89
5223,88
5224,90
5225,91
5226,92
5227,93
5228,106
5229,107
5230,106
5231,103
5232,101
5233,92
5234,90
5235,92
5236,93
5237,94
5238,94
5239,96
5240,99
5241,101
5242,99
5243,99
5244,98
5245,96
5246,95
5247,95
5248,96
5249,97
5250,97
5251,97
5252,98
5253,98
5254,98
5255,98
5256,99
5257,101
5258,101
5259,98
5260,94
5261,93
5262,94
5263,93
5264,94
5265,95
5266,96
5267,101
5268,98
5269,95
5270,93
5271,88
5272,81
5273,80
5274,78
5275,79
5276,77
5277,76
5278,75
5279,75
5280,74
5281,75
5282,75
5283,77
5284,78
5285,77
5286,75
5287,75
5288,75
5289,76
5290,76
5291,74
5292,72
5293,71
5294,71
5295,72
5296,73
5297,75
5298,74
5299,73
5300,72
5301,72
5302,78
5303,83
5304,87
5305,89
5306,91
5307,94
5308,97
5309,101
5310,110
5311,112
5312,115
5313,117
5314,118
5315,119
5316,120
5317,119
5318,118
5319,120
5320,122
5321,124
5322,123
5323,121
5324,118
5325,114
5326,109
5327,109
5328,107
5329,104
5330,100
5331,99
5332,100
5333,102
5334,102
5335,107
5336,111
5337,112
5338,111
5339,109
5340,106
5341,102
5342,100
5343,103
5344,109
5345,108
5346,109
5347,112
5348,113
5349,112
5350,112
5351,111
5352,110
5353,111
5354,108
5355,106
5356,107
5357,112
5358,112
5359,111
5360,112
5361,113
5362,114
5363,110
5364,106
5365,104
5366,105
5367,106
5368,109
5369,110
5370,107
5371,105
5372,106
5373,103
5374,101
5375,104
5376,105
5377,106
5378,107
5379,109
5380,110
5381,110
5382,108
5383,106
5384,104
5385,106
5386,109
5387,108
5388,107
5389,106
5390,101
5391,95
5392,92
5393,100
5394,107
5395,112
5396,113
5397,111
5398,111
5399,104
5400,99
5401,99
5402,99
5403,100
5404,99
5405,99
5406,100
5407,99
5408,101
5409,97
5410,90
5411,90
5412,89
5413,88
5414,88
5415,87
5416,85
5417,82
5418,83
5419,83
5420,83
5421,84
5422,86
5423,87
5424,86
5425,86
5426,86
5427,84
5428,83
5429,78
5430,76
5431,76
5432,75
5433,75
5434,75
5435,73
5436,73
5437,73
5438,74
5439,75
5440,77
5441,78
5442,82
5443,85
5444,86
5445,88
5446,88
5447,88
5448,87
5449,89
5450,93
5451,95
5452,96
5453,95
5454,92
5455,90
5456,91
5457,90
5458,89
5459,87
5460,83
5461,81
5462,80
5463,79
5464,83
5465,86
5466,88
5467,89
5468,90
5469,91
5470,94
5471,96
5472,94
5473,89
5474,88
5475,87
5476,86
5477,84
5478,85
5479,91
5480,97
5481,96
5482,95
5483,94
5484,92
5485,91
5486,90
5487,89
5488,90
5489,88
5490,85
5491,85
5492,86
5493,87
5494,90
5495,91
5496,90
5497,91
5498,90
5499,88
5500,90
5501,89
5502,86
5503,85
5504,84
5505,83
5506,82
5507,81
5508,82
5509,81
5510,80
5511,88
5512,89
5513,90
5514,89
5515,87
5516,85
5517,86
5518,85
5519,83
5520,83
5521,84
5522,93
5523,96
5524,95
5525,96
5526,95
5527,95
5528,95
5529,96
5530,97
5531,97
5532,98
5533,98
5534,97
5535,95
5536,96
5537,97
5538,96
5539,96
5540,97
5541,98
5542,97
5543,91
5544,90
5545,89
5546,88
5547,87
5548,86
5549,85
5550,84
5551,84
5552,84
5553,83
5554,83
5555,81
5556,80
5557,81
5558,88
5559,89
5560,89
5561,90
5562,91
5563,92
5564,93
5565,93
5566,93
5567,94
5568,95
5569,94
5570,92
5571,88
5572,89
5573,90
5574,90
5575,91
5576,92
5577,93
5578,94
5579,95
5580,96
5581,100
5582,105
5583,106
5584,107
5585,104
5586,97
5587,96
5588,91
5589,91
5590,89
5591,89
5592,94
5593,98
5594,97
5595,97
5596,96
5597,97
5598,95
5599,96
5600,97
5601,98
5602,99
5603,99
5604,101
5605,102
5606,101
5607,100
5608,98
5609,95
5610,93
5611,90
5612,88
5613,87
5614,86
5615,88
5616,92
5617,92
5618,93
5619,92
5620,89
5621,91
5622,101
5623,105
5624,102
5625,101
5626,101
5627,100
5628,100
5629,99
5630,99
5631,100
5632,101
5633,100
5634,101
5635,96
5636,94
5637,94
5638,92
5639,91
5640,92
5641,93
5642,91
5643,89
5644,88
5645,86
5646,86
5647,88
5648,90
5649,89
5650,87
5651,87
5652,88
5653,90
5654,89
5655,89
5656,91
5657,92
5658,94
5659,95
5660,95
5661,95
5662,94
5663,94
5664,94
5665,93
5666,93
5667,93
5668,93
5669,92
5670,93
5671,94
5672,97
5673,99
5674,101
5675,101
5676,103
5677,105
5678,105
5679,104
5680,102
5681,99
5682,97
5683,100
5684,101
5685,101
5686,101
5687,100
5688,103
5689,102
5690,101
5691,103
5692,105
5693,107
5694,107
5695,105
5696,104
5697,104
5698,104
5699,103
5700,103
5701,102
5702,102
5703,103
5704,104
5705,106
5706,105
5707,105
5708,105
5709,106
5710,111
5711,113
5712,119
5713,120
5714,119
5715,117
5716,116
5717,116
5718,114
5719,109
5720,103
5721,101
5722,99
5723,94
5724,92
5725,90
5726,87
5727,84
5728,87
5729,84
5730,83
5731,82
5732,80
5733,82
5734,86
5735,88
5736,89
5737,91
5738,92
5739,92
5740,99
5741,97
5742,95
5743,94
5744,93
5745,94
5746,95
5747,99
5748,101
5749,102
5750,104
5751,103
5752,100
5753,96
5754,93
5755,91
5756,91
5757,92
5758,95
5759,94
5760,96
5761,97
5762,97
5763,98
5764,96
5765,94
5766,93
5767,91
5768,91
5769,90
5770,88
5771,87
5772,86
5773,85
5774,86
5775,87
5776,90
5777,88
5778,87
5779,88
5780,87
5781,81
5782,79
5783,81
5784,84
5785,91
5786,94
5787,99
5788,97
5789,93
5790,97
5791,100
5792,98
5793,97
5794,95
5795,93
5796,92
