,value,value,value,value,value,value,value,value
434,47.0,59.0,52.0,73.0,55.0,63.0,45.0,49
435,48.0,59.0,51.0,74.0,55.0,66.0,45.0,50
436,47.0,57.0,51.0,74.0,54.0,67.0,44.0,49
437,48.0,56.0,51.0,63.0,55.0,67.0,44.0,48
438,47.0,55.0,52.0,58.0,55.0,69.0,44.0,47
439,48.0,57.0,53.0,57.0,55.0,71.0,44.0,46
440,47.0,59.0,54.0,53.0,55.0,69.0,44.0,47
441,47.0,58.0,57.0,52.0,54.0,68.0,43.0,48
442,46.0,57.0,58.0,51.0,55.0,69.0,44.0,48
443,47.0,56.0,56.0,50.0,55.0,67.0,43.0,48
444,48.0,57.0,55.0,49.0,54.0,64.0,44.0,48
445,49.0,56.0,54.0,49.0,55.0,63.0,45.0,47
446,47.0,56.0,55.0,48.0,55.0,66.0,45.0,47
447,46.0,55.0,55.0,48.0,54.0,68.0,45.0,46
448,46.0,55.0,56.0,54.0,55.0,68.0,46.0,47
449,47.0,56.0,58.0,54.0,54.0,68.0,45.0,48
450,46.0,57.0,55.0,52.0,54.0,70.0,44.0,48
451,45.0,58.0,52.0,51.0,55.0,72.0,45.0,47
452,46.0,58.0,51.0,50.0,56.0,71.0,44.0,48
453,48.0,57.0,50.0,50.0,55.0,70.0,44.0,49
454,49.0,57.0,50.0,49.0,55.0,64.0,45.0,48
455,48.0,58.0,51.0,47.0,54.0,56.0,44.0,47
456,46.0,70.0,51.0,46.0,55.0,55.0,45.0,46
457,45.0,71.0,53.0,46.0,55.0,57.0,44.0,47
458,44.0,61.0,56.0,47.0,56.0,59.0,44.0,48
459,46.0,55.0,54.0,47.0,55.0,58.0,44.0,47
460,47.0,58.0,55.0,47.0,54.0,60.0,44.0,46
461,46.0,55.0,54.0,48.0,55.0,60.0,45.0,48
462,47.0,52.0,55.0,49.0,54.0,58.0,53.0,50
463,47.0,51.0,55.0,50.0,55.0,57.0,56.0,49
464,46.0,49.0,56.0,52.0,55.0,56.0,53.0,50
465,46.0,46.0,56.0,53.0,55.0,57.0,54.0,48
466,45.0,47.0,53.0,52.0,55.0,58.0,56.0,47
467,44.0,49.0,52.0,51.0,54.0,58.0,57.0,48
468,43.0,49.0,50.0,50.0,55.0,59.0,55.0,47
469,44.0,49.0,49.0,49.0,57.0,58.0,51.0,46
470,45.0,48.0,50.0,48.0,57.0,55.0,48.0,46
471,46.0,48.0,51.0,47.0,61.0,56.0,45.0,45
472,47.0,49.0,53.0,48.0,71.0,57.0,45.0,46
473,46.0,48.0,55.0,51.0,73.0,63.0,45.0,47
474,46.0,47.0,54.0,50.0,65.0,64.0,46.0,47
475,46.0,46.0,53.0,48.0,57.0,65.0,45.0,46
476,47.0,47.0,53.0,47.0,54.0,59.0,44.0,45
477,46.0,46.0,52.0,48.0,55.0,55.0,46.0,45
478,46.0,47.0,51.0,47.0,54.0,54.0,47.0,47
479,47.0,50.0,50.0,48.0,52.0,52.0,46.0,49
480,49.0,48.0,51.0,50.0,51.0,52.0,45.0,48
481,47.0,48.0,54.0,64.0,52.0,53.0,44.0,47
482,45.0,47.0,53.0,67.0,54.0,55.0,45.0,48
483,44.0,47.0,52.0,68.0,56.0,56.0,45.0,46
484,45.0,47.0,52.0,66.0,57.0,59.0,45.0,48
485,46.0,46.0,53.0,63.0,56.0,64.0,46.0,47
486,45.0,47.0,54.0,61.0,55.0,61.0,47.0,46
487,46.0,50.0,55.0,60.0,56.0,57.0,46.0,45
488,45.0,52.0,55.0,60.0,57.0,55.0,45.0,46
489,46.0,53.0,59.0,61.0,58.0,56.0,44.0,47
490,47.0,57.0,61.0,62.0,57.0,56.0,45.0,47
491,48.0,59.0,60.0,61.0,55.0,57.0,44.0,47
492,47.0,58.0,55.0,59.0,56.0,58.0,46.0,48
493,46.0,57.0,52.0,57.0,55.0,59.0,45.0,47
494,46.0,55.0,53.0,56.0,54.0,60.0,45.0,46
495,47.0,53.0,54.0,56.0,55.0,61.0,46.0,46
496,45.0,52.0,55.0,57.0,56.0,62.0,46.0,47
497,45.0,51.0,54.0,58.0,55.0,61.0,47.0,48
498,46.0,50.0,53.0,58.0,56.0,60.0,46.0,48
499,47.0,51.0,52.0,59.0,58.0,61.0,45.0,46
500,46.0,56.0,53.0,60.0,57.0,63.0,46.0,47
501,45.0,61.0,55.0,62.0,56.0,62.0,46.0,47
502,44.0,61.0,57.0,61.0,55.0,60.0,45.0,47
503,45.0,59.0,59.0,57.0,56.0,59.0,46.0,46
504,44.0,59.0,60.0,55.0,57.0,59.0,46.0,47
505,43.0,57.0,57.0,54.0,58.0,59.0,47.0,49
506,45.0,55.0,56.0,52.0,56.0,60.0,46.0,48
507,46.0,51.0,55.0,51.0,55.0,65.0,47.0,47
508,47.0,50.0,53.0,50.0,56.0,64.0,46.0,46
509,48.0,50.0,54.0,49.0,56.0,62.0,45.0,45
510,46.0,49.0,54.0,48.0,56.0,65.0,44.0,47
511,44.0,49.0,53.0,49.0,55.0,68.0,45.0,48
512,45.0,49.0,52.0,48.0,56.0,67.0,46.0,47
513,47.0,50.0,53.0,49.0,56.0,62.0,45.0,47
514,48.0,49.0,53.0,48.0,56.0,57.0,44.0,46
515,45.0,50.0,54.0,48.0,56.0,54.0,44.0,46
516,44.0,50.0,53.0,48.0,56.0,58.0,44.0,47
517,43.0,49.0,53.0,47.0,57.0,59.0,45.0,47
518,45.0,49.0,53.0,47.0,56.0,58.0,46.0,47
519,46.0,50.0,53.0,46.0,56.0,57.0,45.0,48
520,47.0,49.0,54.0,47.0,57.0,63.0,46.0,47
521,48.0,49.0,53.0,48.0,57.0,67.0,46.0,48
522,56.0,50.0,52.0,51.0,57.0,68.0,45.0,47
523,66.0,49.0,53.0,55.0,56.0,64.0,45.0,46
524,65.0,48.0,54.0,54.0,57.0,60.0,46.0,45
525,56.0,49.0,55.0,53.0,58.0,61.0,46.0,46
526,48.0,48.0,54.0,52.0,57.0,65.0,45.0,47
527,45.0,47.0,55.0,51.0,57.0,55.0,44.0,48
528,43.0,49.0,55.0,50.0,57.0,56.0,44.0,47
529,42.0,49.0,54.0,49.0,57.0,57.0,45.0,47
530,44.0,50.0,54.0,48.0,56.0,56.0,45.0,46
531,45.0,52.0,54.0,47.0,57.0,53.0,46.0,47
532,44.0,53.0,52.0,47.0,56.0,54.0,45.0,46
533,43.0,49.0,52.0,47.0,57.0,56.0,44.0,45
534,44.0,48.0,53.0,48.0,56.0,61.0,45.0,45
535,45.0,47.0,52.0,52.0,57.0,63.0,46.0,46
536,46.0,47.0,51.0,51.0,57.0,62.0,44.0,46
537,48.0,48.0,53.0,50.0,56.0,61.0,43.0,46
538,46.0,49.0,51.0,49.0,57.0,59.0,44.0,47
539,44.0,49.0,50.0,48.0,57.0,62.0,45.0,46
540,44.0,49.0,49.0,48.0,58.0,59.0,46.0,45
541,46.0,48.0,50.0,47.0,57.0,56.0,45.0,46
542,47.0,49.0,51.0,47.0,58.0,57.0,44.0,45
543,48.0,50.0,52.0,47.0,58.0,62.0,45.0,44
544,47.0,49.0,51.0,48.0,58.0,59.0,44.0,45
545,47.0,48.0,50.0,51.0,56.0,56.0,45.0,46
546,50.0,48.0,51.0,52.0,54.0,55.0,46.0,46
547,51.0,47.0,52.0,51.0,55.0,55.0,45.0,47
548,49.0,46.0,53.0,50.0,56.0,55.0,44.0,45
549,48.0,47.0,52.0,49.0,57.0,56.0,45.0,44
550,46.0,46.0,51.0,48.0,58.0,57.0,45.0,45
551,44.0,45.0,52.0,48.0,57.0,62.0,44.0,44
552,43.0,45.0,53.0,48.0,58.0,60.0,43.0,45
553,44.0,46.0,54.0,50.0,56.0,61.0,44.0,44
554,46.0,47.0,53.0,51.0,56.0,62.0,44.0,45
555,47.0,48.0,52.0,50.0,57.0,63.0,47.0,46
556,46.0,50.0,52.0,49.0,56.0,62.0,46.0,45
557,46.0,49.0,51.0,49.0,55.0,61.0,44.0,46
558,45.0,48.0,51.0,49.0,55.0,62.0,43.0,47
559,46.0,47.0,51.0,48.0,56.0,63.0,44.0,46
560,50.0,46.0,51.0,48.0,57.0,63.0,44.0,45
561,49.0,45.0,52.0,48.0,57.0,63.0,45.0,45
562,47.0,46.0,51.0,49.0,57.0,65.0,44.0,46
563,46.0,47.0,51.0,49.0,57.0,66.0,44.0,45
564,45.0,47.0,53.0,52.0,58.0,67.0,45.0,45
565,45.0,46.0,51.0,56.0,57.0,71.0,45.0,46
566,46.0,46.0,50.0,55.0,56.0,68.0,45.0,47
567,47.0,46.0,52.0,54.0,57.0,66.0,44.0,47
568,48.0,45.0,52.0,52.0,57.0,65.0,45.0,46
569,49.0,46.0,51.0,51.0,58.0,66.0,44.0,46
570,50.0,47.0,50.0,55.0,57.0,68.0,44.0,47
571,49.0,46.0,52.0,53.0,57.0,64.0,45.0,46
572,48.0,45.0,53.0,52.0,58.0,60.0,44.0,45
573,47.0,46.0,62.0,51.0,59.0,56.0,44.0,44
574,45.0,46.0,68.0,49.0,59.0,55.0,44.0,45
575,45.0,46.0,70.0,50.0,58.0,56.0,44.0,46
576,45.0,47.0,63.0,51.0,59.0,55.0,44.0,46
577,46.0,49.0,56.0,52.0,59.0,56.0,45.0,47
578,47.0,48.0,50.0,53.0,58.0,57.0,44.0,46
579,48.0,48.0,47.0,54.0,57.0,62.0,43.0,45
580,50.0,46.0,46.0,57.0,59.0,61.0,44.0,44
581,54.0,45.0,48.0,58.0,60.0,60.0,45.0,45
582,58.0,46.0,46.0,57.0,58.0,58.0,46.0,46
583,54.0,46.0,46.0,55.0,56.0,55.0,45.0,46
584,51.0,45.0,47.0,53.0,57.0,55.0,44.0,46
585,49.0,45.0,48.0,52.0,58.0,58.0,45.0,47
586,48.0,45.0,49.0,51.0,59.0,61.0,44.0,48
587,49.0,45.0,48.0,50.0,58.0,58.0,45.0,47
588,49.0,47.0,49.0,49.0,58.0,56.0,44.0,46
589,50.0,46.0,50.0,50.0,59.0,54.0,44.0,45
590,51.0,45.0,50.0,49.0,60.0,57.0,45.0,46
591,49.0,46.0,49.0,50.0,59.0,58.0,45.0,47
592,47.0,47.0,50.0,49.0,60.0,59.0,46.0,46
593,46.0,48.0,49.0,48.0,59.0,61.0,44.0,45
594,47.0,47.0,50.0,47.0,58.0,58.0,44.0,46
595,49.0,46.0,50.0,48.0,57.0,57.0,45.0,45
596,51.0,45.0,50.0,48.0,58.0,58.0,45.0,46
597,52.0,46.0,49.0,49.0,59.0,59.0,44.0,45
598,55.0,47.0,50.0,50.0,58.0,58.0,43.0,45
599,57.0,46.0,52.0,51.0,57.0,58.0,44.0,46
600,58.0,46.0,51.0,52.0,56.0,60.0,45.0,47
601,63.0,45.0,50.0,63.0,57.0,59.0,44.0,46
602,70.0,46.0,49.0,76.0,58.0,60.0,43.0,47
603,65.0,47.0,48.0,77.0,58.0,60.0,43.0,46
604,56.0,46.0,49.0,76.0,57.0,59.0,44.0,47
605,50.0,45.0,48.0,74.0,58.0,57.0,45.0,47
606,46.0,45.0,49.0,73.0,59.0,56.0,44.0,47
607,45.0,45.0,49.0,71.0,58.0,56.0,43.0,48
608,44.0,46.0,48.0,70.0,57.0,59.0,43.0,47
609,43.0,45.0,48.0,70.0,56.0,61.0,44.0,46
610,45.0,45.0,49.0,69.0,57.0,59.0,44.0,46
611,46.0,46.0,47.0,66.0,58.0,60.0,45.0,47
612,47.0,47.0,48.0,64.0,58.0,59.0,44.0,46
613,46.0,46.0,48.0,61.0,59.0,57.0,43.0,47
614,47.0,45.0,49.0,62.0,58.0,56.0,43.0,46
615,49.0,46.0,48.0,59.0,58.0,55.0,44.0,45
616,51.0,47.0,49.0,57.0,58.0,54.0,45.0,47
617,49.0,46.0,49.0,57.0,58.0,54.0,45.0,48
618,48.0,46.0,48.0,55.0,58.0,53.0,44.0,46
619,49.0,46.0,49.0,53.0,58.0,53.0,43.0,47
620,50.0,46.0,48.0,54.0,58.0,53.0,43.0,46
621,49.0,47.0,47.0,56.0,57.0,54.0,44.0,45
622,48.0,46.0,46.0,55.0,58.0,61.0,43.0,45
623,49.0,45.0,47.0,55.0,57.0,64.0,44.0,45
624,49.0,45.0,48.0,56.0,57.0,66.0,44.0,46
625,50.0,45.0,49.0,55.0,57.0,66.0,44.0,45
626,51.0,45.0,49.0,56.0,58.0,67.0,44.0,46
627,50.0,46.0,49.0,58.0,58.0,64.0,43.0,47
628,50.0,45.0,50.0,58.0,58.0,59.0,43.0,46
629,51.0,45.0,49.0,58.0,58.0,56.0,44.0,45
630,49.0,44.0,48.0,61.0,58.0,55.0,44.0,44
631,50.0,45.0,49.0,64.0,58.0,55.0,45.0,45
632,49.0,44.0,50.0,63.0,58.0,56.0,44.0,46
633,50.0,43.0,51.0,60.0,59.0,58.0,43.0,45
634,50.0,45.0,50.0,60.0,59.0,60.0,44.0,46
635,49.0,47.0,49.0,62.0,58.0,61.0,43.0,47
636,49.0,46.0,46.0,62.0,57.0,61.0,43.0,46
637,50.0,45.0,45.0,62.0,57.0,62.0,43.0,46
638,49.0,45.0,47.0,60.0,57.0,61.0,43.0,46
639,49.0,46.0,49.0,57.0,58.0,62.0,44.0,45
640,50.0,45.0,48.0,55.0,59.0,63.0,43.0,46
641,51.0,45.0,47.0,56.0,67.0,64.0,43.0,46
642,52.0,46.0,48.0,56.0,75.0,63.0,43.0,46
643,52.0,47.0,48.0,54.0,76.0,61.0,43.0,45
644,53.0,46.0,48.0,53.0,74.0,59.0,44.0,45
645,59.0,45.0,47.0,52.0,72.0,59.0,46.0,45
646,67.0,46.0,48.0,55.0,67.0,58.0,45.0,46
647,66.0,45.0,48.0,55.0,66.0,59.0,44.0,47
648,61.0,44.0,48.0,54.0,67.0,61.0,43.0,46
649,57.0,45.0,48.0,55.0,63.0,72.0,43.0,46
650,52.0,44.0,47.0,56.0,59.0,73.0,43.0,45
651,51.0,44.0,46.0,55.0,55.0,73.0,43.0,46
652,50.0,44.0,47.0,54.0,53.0,72.0,44.0,47
653,49.0,43.0,48.0,55.0,52.0,72.0,44.0,46
654,48.0,44.0,48.0,55.0,53.0,72.0,43.0,45
655,47.0,44.0,49.0,51.0,56.0,71.0,46.0,44
656,48.0,45.0,48.0,50.0,58.0,70.0,49.0,44
657,49.0,44.0,47.0,51.0,57.0,69.0,50.0,46
658,48.0,43.0,46.0,49.0,56.0,64.0,62.0,46
659,47.0,44.0,46.0,48.0,57.0,59.0,66.0,48
660,46.0,47.0,46.0,47.0,58.0,58.0,66.0,46
661,47.0,46.0,47.0,47.0,59.0,57.0,70.0,45
662,48.0,45.0,48.0,51.0,57.0,58.0,74.0,44
663,47.0,44.0,47.0,51.0,55.0,59.0,69.0,45
664,46.0,44.0,47.0,50.0,56.0,60.0,60.0,47
665,47.0,44.0,46.0,52.0,57.0,61.0,53.0,45
666,48.0,44.0,46.0,50.0,59.0,63.0,48.0,45
667,50.0,45.0,48.0,52.0,60.0,65.0,46.0,46
668,52.0,44.0,48.0,52.0,59.0,63.0,45.0,45
669,51.0,45.0,46.0,53.0,58.0,65.0,44.0,45
670,51.0,45.0,47.0,56.0,60.0,68.0,43.0,46
671,50.0,45.0,48.0,56.0,57.0,64.0,44.0,46
672,49.0,44.0,49.0,56.0,55.0,59.0,46.0,46
673,50.0,44.0,50.0,56.0,54.0,54.0,44.0,47
674,51.0,46.0,48.0,55.0,55.0,53.0,43.0,46
675,52.0,45.0,47.0,54.0,54.0,54.0,43.0,47
676,51.0,44.0,46.0,53.0,55.0,55.0,43.0,46
677,50.0,44.0,47.0,51.0,56.0,55.0,45.0,46
678,49.0,44.0,48.0,50.0,58.0,56.0,44.0,45
679,50.0,44.0,47.0,49.0,60.0,64.0,43.0,47
680,51.0,45.0,48.0,56.0,59.0,61.0,43.0,47
681,50.0,44.0,49.0,56.0,57.0,58.0,46.0,46
682,49.0,44.0,49.0,55.0,56.0,56.0,48.0,47
683,50.0,44.0,48.0,55.0,57.0,55.0,53.0,46
684,50.0,44.0,47.0,55.0,58.0,54.0,54.0,47
685,51.0,44.0,47.0,57.0,58.0,53.0,54.0,46
686,50.0,44.0,47.0,55.0,62.0,54.0,54.0,46
687,49.0,45.0,48.0,54.0,77.0,55.0,54.0,47
688,48.0,44.0,49.0,53.0,81.0,56.0,54.0,47
689,48.0,45.0,48.0,52.0,78.0,57.0,54.0,47
690,46.0,45.0,47.0,48.0,68.0,57.0,54.0,46
691,48.0,44.0,48.0,48.0,61.0,58.0,54.0,46
692,49.0,44.0,49.0,59.0,56.0,57.0,54.0,47
693,50.0,43.0,48.0,56.0,57.0,56.0,55.0,46
694,51.0,44.0,49.0,52.0,57.0,58.0,57.0,46
695,52.0,45.0,48.0,50.0,55.0,59.0,56.0,47
696,53.0,44.0,47.0,49.0,56.0,58.0,55.0,46
697,52.0,45.0,48.0,51.0,57.0,57.0,54.0,45
698,50.0,44.0,47.0,49.0,58.0,58.0,55.0,47
699,50.0,44.0,47.0,48.0,58.0,57.0,58.0,47
700,49.0,45.0,48.0,54.0,59.0,56.0,65.0,46
701,47.0,44.0,48.0,53.0,58.0,55.0,66.0,45
702,46.0,44.0,48.0,49.0,57.0,55.0,66.0,46
703,45.0,43.0,48.0,50.0,55.0,55.0,66.0,47
704,46.0,44.0,47.0,47.0,54.0,55.0,65.0,46
705,47.0,45.0,47.0,48.0,54.0,55.0,61.0,46
706,48.0,45.0,47.0,52.0,54.0,55.0,58.0,47
707,47.0,44.0,47.0,51.0,55.0,54.0,54.0,46
708,49.0,44.0,48.0,50.0,56.0,60.0,51.0,46
709,50.0,45.0,48.0,50.0,57.0,58.0,50.0,46
710,49.0,44.0,48.0,50.0,58.0,55.0,49.0,47
711,50.0,44.0,49.0,55.0,58.0,54.0,48.0,48
712,52.0,44.0,50.0,64.0,57.0,53.0,49.0,46
713,53.0,44.0,48.0,73.0,59.0,53.0,49.0,46
714,52.0,45.0,47.0,64.0,58.0,53.0,50.0,46
715,51.0,44.0,48.0,58.0,57.0,53.0,50.0,45
716,51.0,43.0,48.0,58.0,58.0,54.0,50.0,46
717,51.0,44.0,48.0,53.0,59.0,55.0,49.0,47
718,51.0,45.0,46.0,51.0,60.0,56.0,49.0,46
719,52.0,44.0,47.0,55.0,61.0,57.0,48.0,45
720,51.0,43.0,47.0,53.0,60.0,59.0,47.0,46
721,49.0,44.0,47.0,50.0,57.0,58.0,46.0,47
722,48.0,43.0,47.0,49.0,55.0,56.0,45.0,46
723,48.0,43.0,48.0,48.0,54.0,57.0,46.0,45
724,49.0,43.0,47.0,49.0,55.0,54.0,45.0,46
725,50.0,44.0,47.0,50.0,56.0,50.0,46.0,47
726,51.0,44.0,48.0,52.0,57.0,48.0,45.0,48
727,52.0,43.0,47.0,54.0,58.0,51.0,44.0,47
728,51.0,42.0,48.0,56.0,62.0,51.0,45.0,48
729,51.0,44.0,47.0,62.0,68.0,59.0,46.0,47
730,50.0,44.0,48.0,60.0,69.0,55.0,47.0,46
731,51.0,44.0,47.0,56.0,70.0,52.0,48.0,46
732,50.0,45.0,47.0,55.0,66.0,53.0,49.0,45
733,49.0,45.0,47.0,55.0,61.0,53.0,50.0,46
734,48.0,44.0,47.0,60.0,57.0,53.0,52.0,47
735,47.0,44.0,45.0,62.0,54.0,53.0,49.0,46
736,46.0,44.0,46.0,61.0,56.0,60.0,47.0,46
737,47.0,43.0,47.0,61.0,58.0,61.0,45.0,47
738,48.0,44.0,48.0,60.0,59.0,59.0,46.0,46
739,49.0,44.0,47.0,57.0,60.0,60.0,47.0,46
740,48.0,44.0,46.0,55.0,61.0,65.0,48.0,48
741,48.0,45.0,47.0,54.0,63.0,62.0,47.0,47
742,49.0,44.0,49.0,52.0,65.0,57.0,48.0,47
743,50.0,45.0,48.0,50.0,66.0,55.0,49.0,48
744,51.0,45.0,47.0,48.0,67.0,54.0,49.0,49
745,51.0,45.0,46.0,48.0,68.0,53.0,48.0,50
746,49.0,44.0,45.0,50.0,67.0,53.0,48.0,63
747,48.0,44.0,45.0,51.0,67.0,53.0,47.0,69
748,47.0,44.0,46.0,52.0,66.0,54.0,46.0,68
749,49.0,45.0,47.0,53.0,65.0,54.0,44.0,60
750,50.0,44.0,47.0,54.0,63.0,56.0,44.0,54
751,51.0,44.0,48.0,54.0,61.0,55.0,44.0,52
752,50.0,44.0,47.0,55.0,58.0,57.0,51.0,50
753,49.0,43.0,48.0,54.0,57.0,58.0,52.0,48
754,48.0,45.0,47.0,55.0,58.0,61.0,50.0,47
755,49.0,45.0,46.0,57.0,59.0,58.0,49.0,45
756,49.0,43.0,46.0,55.0,59.0,57.0,48.0,47
757,48.0,44.0,48.0,54.0,60.0,61.0,48.0,46
758,48.0,45.0,47.0,52.0,61.0,67.0,48.0,45
759,49.0,45.0,46.0,50.0,62.0,66.0,47.0,46
760,50.0,45.0,46.0,53.0,63.0,63.0,47.0,48
761,48.0,44.0,47.0,55.0,60.0,62.0,48.0,49
762,49.0,44.0,50.0,54.0,57.0,64.0,50.0,50
763,49.0,45.0,51.0,53.0,59.0,66.0,49.0,49
764,49.0,44.0,49.0,51.0,62.0,62.0,48.0,50
765,49.0,44.0,47.0,54.0,63.0,58.0,47.0,48
766,48.0,45.0,46.0,52.0,64.0,57.0,46.0,47
767,47.0,45.0,47.0,49.0,65.0,57.0,45.0,48
768,48.0,44.0,49.0,47.0,68.0,57.0,47.0,49
769,49.0,45.0,48.0,47.0,72.0,55.0,48.0,50
770,50.0,45.0,48.0,47.0,71.0,54.0,49.0,49
771,49.0,44.0,47.0,46.0,67.0,56.0,49.0,48
772,49.0,45.0,46.0,47.0,62.0,61.0,56.0,49
773,49.0,44.0,46.0,48.0,57.0,62.0,65.0,50
774,49.0,45.0,48.0,51.0,56.0,62.0,60.0,51
775,49.0,45.0,47.0,51.0,57.0,64.0,55.0,50
776,49.0,45.0,46.0,52.0,58.0,64.0,51.0,50
777,50.0,45.0,45.0,53.0,57.0,64.0,48.0,51
778,52.0,46.0,46.0,54.0,57.0,62.0,46.0,50
779,62.0,45.0,47.0,53.0,58.0,63.0,44.0,48
780,59.0,44.0,45.0,51.0,59.0,66.0,45.0,47
781,52.0,45.0,45.0,50.0,61.0,64.0,44.0,47
782,49.0,45.0,48.0,49.0,62.0,65.0,44.0,49
783,48.0,44.0,49.0,48.0,58.0,66.0,43.0,52
784,47.0,45.0,48.0,49.0,59.0,66.0,43.0,53
785,47.0,45.0,49.0,48.0,58.0,65.0,44.0,55
786,46.0,45.0,50.0,49.0,60.0,64.0,44.0,56
787,47.0,44.0,49.0,50.0,65.0,62.0,43.0,55
788,48.0,45.0,48.0,52.0,69.0,62.0,44.0,54
789,50.0,44.0,47.0,53.0,71.0,62.0,46.0,53
790,49.0,45.0,47.0,55.0,72.0,62.0,47.0,52
791,47.0,45.0,47.0,58.0,71.0,62.0,46.0,50
792,48.0,45.0,48.0,61.0,67.0,68.0,45.0,49
793,50.0,44.0,48.0,60.0,64.0,65.0,44.0,50
794,50.0,44.0,48.0,58.0,60.0,65.0,43.0,51
795,51.0,43.0,47.0,54.0,58.0,65.0,44.0,51
796,50.0,43.0,47.0,53.0,57.0,72.0,45.0,49
797,50.0,44.0,48.0,52.0,58.0,71.0,46.0,48
798,49.0,43.0,48.0,53.0,59.0,70.0,45.0,49
799,48.0,44.0,45.0,52.0,60.0,72.0,46.0,50
800,49.0,45.0,47.0,53.0,64.0,71.0,48.0,51
801,49.0,46.0,47.0,54.0,65.0,70.0,46.0,52
802,48.0,45.0,49.0,65.0,64.0,66.0,45.0,53
803,50.0,45.0,49.0,72.0,66.0,62.0,51.0,54
804,51.0,45.0,48.0,72.0,67.0,59.0,56.0,55
805,51.0,45.0,47.0,72.0,68.0,58.0,53.0,57
806,49.0,45.0,46.0,73.0,67.0,58.0,49.0,55
807,49.0,44.0,46.0,73.0,68.0,57.0,47.0,54
808,50.0,45.0,48.0,72.0,69.0,58.0,46.0,55
809,49.0,45.0,49.0,71.0,70.0,64.0,45.0,56
810,49.0,45.0,47.0,71.0,83.0,63.0,44.0,55
811,50.0,44.0,49.0,71.0,86.0,60.0,44.0,55
812,49.0,44.0,48.0,72.0,83.0,58.0,45.0,57
813,48.0,45.0,46.0,73.0,81.0,57.0,46.0,54
814,50.0,46.0,47.0,72.0,74.0,56.0,50.0,50
815,51.0,45.0,47.0,67.0,65.0,55.0,53.0,48
816,50.0,46.0,46.0,69.0,62.0,55.0,49.0,48
817,49.0,45.0,45.0,65.0,60.0,56.0,47.0,49
818,50.0,45.0,46.0,64.0,57.0,55.0,46.0,48
819,50.0,45.0,47.0,62.0,59.0,55.0,45.0,49
820,51.0,45.0,47.0,61.0,60.0,56.0,46.0,50
821,50.0,46.0,47.0,61.0,60.0,55.0,45.0,51
822,50.0,45.0,48.0,61.0,62.0,54.0,44.0,52
823,49.0,44.0,47.0,60.0,63.0,54.0,43.0,52
824,50.0,45.0,45.0,57.0,61.0,55.0,42.0,54
825,50.0,45.0,46.0,55.0,58.0,56.0,45.0,57
826,49.0,45.0,47.0,53.0,57.0,54.0,44.0,54
827,47.0,45.0,46.0,51.0,58.0,54.0,45.0,51
828,46.0,47.0,47.0,49.0,60.0,55.0,47.0,49
829,48.0,57.0,48.0,48.0,61.0,56.0,49.0,49
830,49.0,60.0,47.0,47.0,62.0,57.0,48.0,50
831,50.0,59.0,46.0,46.0,61.0,58.0,46.0,52
832,48.0,55.0,47.0,50.0,60.0,55.0,45.0,54
833,49.0,54.0,48.0,55.0,59.0,54.0,45.0,56
834,49.0,55.0,47.0,54.0,60.0,54.0,44.0,57
835,50.0,54.0,48.0,52.0,59.0,55.0,44.0,56
836,49.0,51.0,49.0,51.0,58.0,56.0,43.0,55
837,50.0,49.0,49.0,50.0,56.0,58.0,43.0,52
838,49.0,47.0,47.0,53.0,57.0,57.0,44.0,51
839,49.0,48.0,49.0,54.0,58.0,56.0,44.0,50
840,50.0,49.0,48.0,55.0,59.0,56.0,45.0,51
841,49.0,52.0,46.0,54.0,60.0,55.0,46.0,52
842,50.0,58.0,45.0,52.0,60.0,54.0,47.0,53
843,51.0,60.0,46.0,54.0,61.0,53.0,48.0,52
844,50.0,57.0,47.0,54.0,60.0,53.0,46.0,52
845,50.0,55.0,48.0,53.0,61.0,54.0,45.0,53
846,47.0,54.0,48.0,51.0,60.0,55.0,44.0,54
847,46.0,53.0,47.0,54.0,59.0,56.0,44.0,55
848,47.0,51.0,47.0,56.0,58.0,55.0,46.0,57
849,48.0,49.0,47.0,51.0,58.0,57.0,47.0,60
850,49.0,52.0,47.0,50.0,55.0,59.0,49.0,61
851,50.0,49.0,49.0,55.0,55.0,58.0,48.0,59
852,49.0,48.0,48.0,52.0,56.0,56.0,47.0,55
853,47.0,46.0,49.0,47.0,55.0,55.0,48.0,52
854,47.0,45.0,48.0,50.0,57.0,54.0,47.0,50
855,49.0,45.0,45.0,53.0,58.0,53.0,45.0,48
856,49.0,47.0,46.0,51.0,59.0,53.0,44.0,47
857,51.0,48.0,49.0,50.0,58.0,54.0,43.0,48
858,50.0,46.0,47.0,49.0,57.0,54.0,45.0,49
859,50.0,46.0,48.0,47.0,60.0,56.0,44.0,49
860,49.0,45.0,47.0,52.0,62.0,57.0,45.0,52
861,48.0,49.0,48.0,51.0,60.0,56.0,45.0,54
862,49.0,48.0,47.0,49.0,59.0,54.0,45.0,53
863,48.0,47.0,46.0,49.0,58.0,54.0,46.0,52
864,49.0,46.0,45.0,50.0,57.0,53.0,47.0,52
865,48.0,47.0,46.0,50.0,57.0,54.0,46.0,53
866,49.0,47.0,47.0,51.0,57.0,55.0,45.0,54
867,50.0,46.0,46.0,50.0,56.0,54.0,44.0,55
868,48.0,45.0,47.0,49.0,56.0,54.0,43.0,57
869,47.0,47.0,46.0,50.0,55.0,55.0,44.0,58
