,value,value,value,value,value,value,value,value
8968,62.0,98.0,70.0,108.0,61.0,68.0,54.0,58
8969,62.0,100.0,70.0,108.0,59.0,70.0,53.0,55
8970,61.0,98.0,71.0,107.0,57.0,69.0,54.0,52
8971,61.0,103.0,70.0,105.0,56.0,68.0,54.0,52
8972,62.0,106.0,72.0,101.0,54.0,66.0,56.0,53
8973,63.0,107.0,73.0,97.0,54.0,62.0,57.0,52
8974,62.0,107.0,74.0,94.0,54.0,61.0,59.0,52
8975,61.0,109.0,73.0,88.0,54.0,60.0,67.0,52
8976,62.0,110.0,74.0,83.0,54.0,56.0,74.0,53
8977,63.0,109.0,73.0,81.0,55.0,55.0,75.0,53
8978,63.0,110.0,71.0,79.0,56.0,56.0,77.0,59
8979,62.0,115.0,67.0,81.0,58.0,57.0,78.0,65
8980,62.0,119.0,69.0,80.0,57.0,58.0,79.0,73
8981,61.0,122.0,71.0,79.0,57.0,59.0,79.0,78
8982,63.0,124.0,72.0,80.0,56.0,60.0,80.0,76
8983,65.0,122.0,71.0,82.0,57.0,60.0,81.0,74
8984,65.0,119.0,70.0,83.0,57.0,60.0,83.0,72
8985,62.0,118.0,70.0,85.0,57.0,59.0,82.0,74
8986,58.0,120.0,72.0,86.0,58.0,59.0,78.0,74
8987,57.0,131.0,71.0,87.0,59.0,60.0,72.0,75
8988,58.0,137.0,70.0,88.0,58.0,59.0,61.0,74
8989,57.0,133.0,70.0,92.0,57.0,60.0,54.0,73
8990,56.0,131.0,71.0,91.0,56.0,58.0,55.0,71
8991,55.0,128.0,72.0,84.0,55.0,57.0,55.0,70
8992,54.0,124.0,73.0,79.0,54.0,58.0,55.0,70
8993,54.0,123.0,74.0,74.0,55.0,59.0,55.0,69
8994,55.0,123.0,75.0,63.0,55.0,60.0,55.0,66
8995,56.0,124.0,74.0,64.0,57.0,61.0,56.0,64
8996,57.0,122.0,74.0,66.0,58.0,62.0,55.0,63
8997,58.0,123.0,73.0,67.0,59.0,63.0,53.0,63
8998,60.0,122.0,72.0,68.0,58.0,64.0,52.0,63
8999,61.0,119.0,73.0,69.0,58.0,72.0,52.0,63
9000,62.0,116.0,74.0,71.0,57.0,71.0,53.0,63
9001,63.0,112.0,75.0,74.0,56.0,72.0,51.0,63
9002,66.0,114.0,74.0,73.0,54.0,73.0,52.0,70
9003,65.0,115.0,75.0,74.0,55.0,72.0,51.0,72
9004,65.0,113.0,74.0,76.0,56.0,73.0,50.0,67
9005,65.0,110.0,73.0,78.0,57.0,74.0,51.0,65
9006,67.0,108.0,71.0,76.0,58.0,75.0,53.0,66
9007,67.0,106.0,70.0,73.0,61.0,74.0,54.0,69
9008,65.0,106.0,72.0,73.0,68.0,71.0,53.0,71
9009,64.0,103.0,71.0,74.0,67.0,68.0,52.0,77
9010,63.0,107.0,70.0,72.0,65.0,63.0,52.0,81
9011,66.0,104.0,71.0,71.0,64.0,59.0,51.0,82
9012,68.0,101.0,71.0,69.0,65.0,58.0,51.0,80
9013,71.0,94.0,72.0,68.0,66.0,59.0,51.0,77
9014,74.0,90.0,71.0,67.0,67.0,60.0,50.0,76
9015,75.0,91.0,70.0,66.0,64.0,62.0,51.0,77
9016,77.0,94.0,72.0,67.0,63.0,64.0,51.0,77
9017,75.0,95.0,73.0,69.0,61.0,63.0,51.0,75
9018,64.0,97.0,70.0,70.0,59.0,66.0,51.0,74
9019,59.0,98.0,66.0,70.0,58.0,67.0,51.0,74
9020,60.0,99.0,67.0,68.0,57.0,68.0,51.0,74
9021,61.0,96.0,68.0,65.0,56.0,69.0,51.0,73
9022,64.0,95.0,69.0,67.0,55.0,70.0,51.0,72
9023,65.0,108.0,70.0,68.0,54.0,71.0,51.0,72
9024,64.0,106.0,71.0,69.0,55.0,72.0,52.0,72
9025,65.0,102.0,72.0,67.0,57.0,73.0,53.0,72
9026,64.0,104.0,73.0,68.0,59.0,73.0,54.0,73
9027,65.0,102.0,74.0,64.0,60.0,71.0,54.0,86
9028,64.0,99.0,73.0,61.0,61.0,71.0,54.0,89
9029,64.0,95.0,74.0,55.0,59.0,73.0,54.0,89
9030,65.0,100.0,75.0,57.0,60.0,72.0,52.0,81
9031,66.0,102.0,76.0,58.0,61.0,71.0,52.0,71
9032,67.0,105.0,74.0,58.0,58.0,70.0,50.0,69
9033,68.0,104.0,73.0,59.0,59.0,69.0,49.0,72
9034,67.0,106.0,74.0,61.0,60.0,68.0,50.0,72
9035,68.0,108.0,76.0,63.0,59.0,65.0,54.0,70
9036,69.0,110.0,77.0,62.0,58.0,64.0,55.0,65
9037,67.0,109.0,78.0,64.0,59.0,64.0,56.0,61
9038,64.0,106.0,75.0,63.0,58.0,65.0,57.0,62
9039,65.0,107.0,73.0,64.0,59.0,68.0,60.0,63
9040,66.0,111.0,68.0,65.0,60.0,70.0,61.0,64
9041,58.0,108.0,67.0,64.0,59.0,69.0,62.0,67
9042,54.0,110.0,67.0,63.0,58.0,70.0,64.0,69
9043,52.0,111.0,69.0,62.0,57.0,69.0,66.0,68
9044,53.0,110.0,70.0,60.0,56.0,70.0,67.0,68
9045,54.0,109.0,73.0,58.0,54.0,71.0,68.0,70
9046,56.0,109.0,72.0,60.0,53.0,72.0,67.0,72
9047,57.0,110.0,71.0,59.0,53.0,73.0,66.0,66
9048,60.0,123.0,72.0,59.0,55.0,72.0,61.0,65
9049,61.0,131.0,71.0,60.0,57.0,75.0,59.0,67
9050,59.0,129.0,72.0,61.0,58.0,76.0,58.0,65
9051,59.0,126.0,72.0,62.0,59.0,77.0,56.0,61
9052,59.0,125.0,70.0,63.0,60.0,79.0,54.0,59
9053,61.0,125.0,68.0,62.0,62.0,77.0,52.0,58
9054,59.0,124.0,66.0,59.0,64.0,78.0,51.0,59
9055,57.0,123.0,57.0,55.0,65.0,75.0,50.0,63
9056,56.0,120.0,59.0,55.0,67.0,74.0,49.0,64
9057,55.0,118.0,61.0,56.0,67.0,76.0,48.0,65
9058,56.0,115.0,64.0,59.0,68.0,77.0,49.0,67
9059,55.0,111.0,65.0,61.0,67.0,79.0,50.0,69
9060,55.0,114.0,66.0,61.0,65.0,81.0,52.0,70
9061,55.0,115.0,69.0,62.0,64.0,76.0,54.0,67
9062,56.0,117.0,68.0,64.0,67.0,75.0,54.0,68
9063,59.0,118.0,68.0,66.0,65.0,75.0,55.0,66
9064,61.0,117.0,68.0,67.0,56.0,74.0,56.0,63
9065,61.0,116.0,76.0,67.0,55.0,73.0,56.0,60
9066,55.0,113.0,78.0,68.0,57.0,73.0,57.0,58
9067,54.0,117.0,77.0,69.0,56.0,74.0,58.0,62
9068,55.0,113.0,76.0,70.0,57.0,75.0,58.0,63
9069,55.0,107.0,75.0,72.0,55.0,77.0,56.0,64
9070,56.0,101.0,74.0,70.0,54.0,76.0,55.0,65
9071,55.0,97.0,71.0,65.0,53.0,75.0,56.0,66
9072,56.0,95.0,70.0,64.0,53.0,76.0,54.0,67
9073,57.0,92.0,71.0,64.0,56.0,75.0,53.0,68
9074,58.0,90.0,72.0,64.0,55.0,75.0,51.0,67
9075,59.0,92.0,74.0,64.0,54.0,77.0,51.0,65
9076,60.0,92.0,73.0,65.0,55.0,78.0,51.0,65
9077,61.0,94.0,72.0,67.0,57.0,77.0,49.0,66
9078,61.0,96.0,71.0,66.0,58.0,76.0,49.0,72
9079,60.0,95.0,70.0,68.0,59.0,78.0,50.0,73
9080,61.0,96.0,71.0,70.0,60.0,79.0,51.0,72
9081,62.0,98.0,72.0,71.0,61.0,80.0,53.0,73
9082,63.0,100.0,75.0,68.0,60.0,80.0,54.0,67
9083,62.0,101.0,75.0,64.0,58.0,79.0,56.0,66
9084,61.0,101.0,76.0,63.0,57.0,77.0,57.0,67
9085,61.0,103.0,77.0,55.0,55.0,76.0,57.0,64
9086,65.0,103.0,79.0,53.0,54.0,75.0,58.0,63
9087,66.0,93.0,78.0,51.0,56.0,76.0,57.0,64
9088,65.0,89.0,72.0,51.0,59.0,76.0,56.0,69
9089,66.0,90.0,71.0,51.0,60.0,75.0,53.0,68
9090,64.0,90.0,72.0,52.0,59.0,74.0,51.0,63
9091,63.0,91.0,73.0,53.0,59.0,73.0,50.0,59
9092,64.0,90.0,76.0,54.0,58.0,71.0,49.0,58
9093,62.0,91.0,76.0,55.0,59.0,72.0,49.0,59
9094,60.0,91.0,75.0,57.0,56.0,74.0,49.0,60
9095,58.0,92.0,73.0,58.0,58.0,75.0,49.0,62
9096,56.0,91.0,72.0,59.0,61.0,77.0,50.0,63
9097,54.0,90.0,72.0,57.0,57.0,78.0,50.0,64
9098,52.0,89.0,72.0,54.0,55.0,78.0,50.0,67
9099,50.0,89.0,72.0,51.0,56.0,77.0,51.0,68
9100,50.0,90.0,71.0,50.0,57.0,76.0,51.0,68
9101,51.0,91.0,70.0,49.0,59.0,76.0,49.0,67
9102,51.0,91.0,67.0,48.0,60.0,75.0,49.0,68
9103,65.0,90.0,68.0,48.0,60.0,72.0,53.0,70
9104,72.0,93.0,69.0,47.0,61.0,71.0,54.0,71
9105,73.0,94.0,70.0,47.0,67.0,72.0,52.0,70
9106,74.0,92.0,70.0,49.0,64.0,72.0,50.0,67
9107,75.0,93.0,77.0,50.0,65.0,71.0,48.0,64
9108,75.0,89.0,79.0,52.0,62.0,68.0,47.0,60
9109,76.0,87.0,79.0,54.0,59.0,58.0,47.0,61
9110,77.0,86.0,79.0,53.0,58.0,59.0,49.0,62
9111,78.0,88.0,74.0,52.0,56.0,60.0,52.0,64
9112,79.0,88.0,74.0,51.0,55.0,58.0,53.0,66
9113,80.0,86.0,72.0,50.0,54.0,55.0,52.0,66
9114,77.0,87.0,70.0,49.0,53.0,54.0,50.0,68
9115,75.0,85.0,70.0,49.0,54.0,52.0,49.0,70
9116,74.0,88.0,73.0,48.0,55.0,50.0,47.0,69
9117,73.0,88.0,74.0,50.0,56.0,50.0,46.0,68
9118,74.0,90.0,75.0,52.0,57.0,52.0,46.0,69
9119,74.0,94.0,75.0,52.0,57.0,53.0,47.0,68
9120,75.0,93.0,66.0,52.0,59.0,54.0,48.0,68
9121,78.0,96.0,63.0,53.0,60.0,53.0,49.0,66
9122,79.0,100.0,62.0,52.0,63.0,52.0,48.0,63
9123,76.0,98.0,61.0,51.0,64.0,51.0,48.0,60
9124,71.0,97.0,57.0,50.0,64.0,50.0,49.0,57
9125,67.0,102.0,56.0,49.0,65.0,50.0,50.0,55
9126,63.0,104.0,56.0,51.0,66.0,51.0,51.0,53
9127,62.0,107.0,56.0,52.0,65.0,53.0,54.0,53
9128,63.0,120.0,57.0,51.0,65.0,55.0,54.0,54
9129,65.0,127.0,59.0,50.0,66.0,56.0,53.0,56
9130,67.0,126.0,60.0,52.0,67.0,61.0,52.0,58
9131,68.0,123.0,59.0,53.0,66.0,63.0,51.0,63
9132,67.0,122.0,59.0,52.0,65.0,62.0,50.0,62
9133,66.0,119.0,60.0,53.0,66.0,63.0,50.0,60
9134,65.0,113.0,61.0,54.0,67.0,64.0,49.0,58
9135,61.0,107.0,62.0,53.0,68.0,65.0,50.0,56
9136,62.0,106.0,63.0,51.0,69.0,67.0,51.0,55
9137,62.0,103.0,62.0,52.0,70.0,68.0,55.0,55
9138,60.0,101.0,60.0,56.0,69.0,67.0,55.0,55
9139,57.0,103.0,58.0,59.0,68.0,65.0,55.0,55
9140,55.0,104.0,59.0,56.0,67.0,67.0,58.0,58
9141,54.0,106.0,60.0,55.0,68.0,65.0,61.0,60
9142,55.0,105.0,61.0,54.0,69.0,66.0,60.0,61
9143,56.0,101.0,61.0,52.0,71.0,65.0,58.0,62
9144,60.0,102.0,60.0,51.0,74.0,67.0,53.0,64
9145,64.0,103.0,60.0,52.0,71.0,68.0,52.0,65
9146,60.0,105.0,59.0,51.0,70.0,69.0,51.0,65
9147,57.0,105.0,58.0,52.0,69.0,68.0,50.0,67
9148,54.0,107.0,57.0,50.0,68.0,67.0,50.0,69
9149,54.0,104.0,57.0,49.0,68.0,65.0,51.0,69
9150,55.0,95.0,58.0,50.0,67.0,64.0,52.0,81
9151,56.0,80.0,59.0,51.0,66.0,61.0,53.0,80
9152,57.0,79.0,60.0,52.0,64.0,57.0,54.0,79
9153,57.0,80.0,60.0,53.0,65.0,59.0,55.0,76
9154,59.0,81.0,62.0,52.0,65.0,60.0,58.0,75
9155,59.0,81.0,63.0,52.0,66.0,57.0,57.0,75
9156,60.0,83.0,65.0,53.0,67.0,53.0,55.0,73
9157,59.0,85.0,66.0,53.0,67.0,51.0,52.0,76
9158,57.0,86.0,66.0,54.0,68.0,50.0,50.0,78
9159,53.0,89.0,65.0,55.0,69.0,51.0,52.0,81
9160,52.0,90.0,66.0,54.0,70.0,52.0,53.0,83
9161,53.0,91.0,64.0,52.0,69.0,53.0,54.0,82
9162,52.0,92.0,64.0,51.0,68.0,54.0,55.0,85
9163,53.0,95.0,63.0,50.0,67.0,55.0,54.0,88
9164,54.0,97.0,61.0,51.0,68.0,56.0,54.0,90
9165,54.0,96.0,58.0,52.0,69.0,57.0,56.0,93
9166,54.0,95.0,56.0,54.0,70.0,56.0,54.0,95
9167,55.0,99.0,57.0,57.0,65.0,55.0,55.0,96
9168,56.0,103.0,58.0,58.0,63.0,53.0,54.0,95
9169,57.0,96.0,58.0,59.0,64.0,56.0,55.0,97
9170,58.0,92.0,57.0,61.0,63.0,57.0,56.0,99
9171,59.0,91.0,58.0,62.0,64.0,60.0,57.0,101
9172,60.0,82.0,59.0,64.0,65.0,61.0,56.0,104
9173,61.0,84.0,59.0,65.0,66.0,62.0,53.0,105
9174,60.0,86.0,59.0,65.0,67.0,60.0,52.0,108
9175,61.0,88.0,59.0,65.0,71.0,61.0,53.0,109
9176,60.0,89.0,59.0,63.0,70.0,62.0,54.0,112
9177,61.0,91.0,59.0,62.0,70.0,61.0,55.0,114
9178,63.0,92.0,60.0,62.0,69.0,61.0,56.0,115
9179,64.0,91.0,61.0,62.0,69.0,62.0,59.0,119
9180,65.0,92.0,62.0,60.0,70.0,63.0,61.0,117
9181,64.0,93.0,63.0,58.0,70.0,62.0,59.0,117
9182,62.0,96.0,63.0,58.0,70.0,63.0,61.0,118
9183,61.0,99.0,63.0,56.0,68.0,62.0,63.0,117
9184,60.0,101.0,63.0,55.0,67.0,59.0,63.0,118
9185,61.0,102.0,64.0,55.0,68.0,60.0,64.0,118
9186,62.0,101.0,65.0,55.0,70.0,60.0,64.0,117
9187,63.0,100.0,66.0,55.0,71.0,59.0,65.0,119
9188,63.0,101.0,67.0,56.0,69.0,57.0,64.0,121
9189,64.0,102.0,67.0,57.0,64.0,54.0,64.0,119
9190,64.0,111.0,68.0,58.0,65.0,52.0,56.0,121
9191,65.0,113.0,66.0,60.0,66.0,51.0,49.0,125
9192,66.0,108.0,66.0,64.0,67.0,51.0,48.0,127
9193,67.0,105.0,66.0,66.0,68.0,52.0,48.0,128
9194,68.0,100.0,66.0,69.0,68.0,51.0,48.0,127
9195,69.0,103.0,68.0,71.0,67.0,51.0,47.0,126
9196,69.0,108.0,70.0,72.0,63.0,53.0,48.0,125
9197,70.0,109.0,69.0,71.0,61.0,54.0,48.0,123
9198,68.0,108.0,68.0,72.0,55.0,54.0,49.0,119
9199,65.0,107.0,67.0,72.0,55.0,55.0,49.0,116
9200,66.0,104.0,68.0,70.0,56.0,54.0,48.0,115
9201,68.0,102.0,69.0,68.0,57.0,55.0,47.0,115
9202,67.0,103.0,69.0,66.0,58.0,54.0,48.0,111
9203,68.0,104.0,69.0,66.0,60.0,55.0,49.0,106
9204,67.0,103.0,68.0,65.0,62.0,56.0,49.0,105
9205,65.0,100.0,69.0,63.0,63.0,57.0,51.0,106
9206,63.0,102.0,68.0,60.0,64.0,56.0,53.0,107
9207,64.0,103.0,66.0,59.0,65.0,57.0,55.0,108
9208,66.0,100.0,65.0,58.0,66.0,58.0,58.0,106
9209,67.0,95.0,64.0,57.0,62.0,60.0,59.0,105
9210,68.0,91.0,61.0,57.0,58.0,61.0,60.0,106
9211,69.0,85.0,58.0,58.0,57.0,60.0,61.0,110
9212,68.0,81.0,59.0,59.0,58.0,57.0,63.0,114
9213,65.0,78.0,59.0,57.0,59.0,59.0,64.0,113
9214,63.0,75.0,60.0,54.0,60.0,60.0,63.0,112
9215,63.0,74.0,60.0,53.0,60.0,61.0,63.0,116
9216,65.0,75.0,60.0,53.0,61.0,62.0,62.0,120
9217,66.0,77.0,61.0,54.0,60.0,63.0,61.0,123
9218,65.0,79.0,62.0,55.0,59.0,64.0,62.0,122
9219,62.0,80.0,61.0,54.0,60.0,65.0,62.0,121
9220,61.0,82.0,62.0,55.0,61.0,66.0,62.0,124
9221,60.0,83.0,63.0,54.0,62.0,67.0,61.0,126
9222,59.0,83.0,62.0,55.0,63.0,66.0,62.0,125
9223,60.0,84.0,64.0,56.0,60.0,68.0,64.0,127
9224,62.0,85.0,64.0,56.0,61.0,67.0,65.0,128
9225,64.0,79.0,64.0,56.0,62.0,66.0,65.0,128
9226,65.0,75.0,61.0,57.0,63.0,66.0,66.0,126
9227,66.0,76.0,62.0,58.0,64.0,67.0,66.0,125
9228,67.0,64.0,63.0,58.0,65.0,66.0,68.0,124
9229,68.0,57.0,63.0,59.0,66.0,67.0,70.0,125
9230,67.0,54.0,62.0,62.0,67.0,68.0,70.0,123
9231,67.0,52.0,62.0,64.0,68.0,69.0,70.0,120
9232,66.0,51.0,63.0,65.0,67.0,67.0,70.0,117
9233,65.0,50.0,64.0,67.0,65.0,64.0,68.0,115
9234,63.0,49.0,65.0,70.0,64.0,63.0,66.0,113
9235,62.0,49.0,66.0,71.0,64.0,59.0,69.0,109
9236,63.0,54.0,68.0,74.0,63.0,57.0,70.0,106
9237,66.0,55.0,71.0,76.0,64.0,54.0,70.0,105
9238,67.0,55.0,71.0,75.0,64.0,53.0,70.0,107
9239,68.0,54.0,71.0,72.0,64.0,53.0,69.0,108
9240,69.0,51.0,69.0,71.0,65.0,54.0,70.0,111
9241,68.0,52.0,68.0,70.0,65.0,53.0,71.0,113
9242,69.0,53.0,65.0,69.0,65.0,51.0,71.0,112
9243,70.0,54.0,64.0,66.0,66.0,50.0,74.0,111
9244,71.0,53.0,65.0,63.0,67.0,50.0,76.0,110
9245,71.0,52.0,67.0,62.0,68.0,51.0,78.0,109
9246,70.0,53.0,69.0,64.0,70.0,52.0,82.0,108
9247,68.0,54.0,70.0,66.0,68.0,53.0,85.0,106
9248,68.0,53.0,71.0,68.0,69.0,53.0,87.0,104
9249,67.0,52.0,69.0,67.0,70.0,55.0,88.0,101
9250,66.0,53.0,68.0,69.0,71.0,56.0,89.0,100
9251,67.0,50.0,66.0,71.0,73.0,57.0,90.0,101
9252,69.0,48.0,65.0,72.0,71.0,59.0,92.0,103
9253,67.0,49.0,66.0,71.0,69.0,59.0,94.0,106
9254,66.0,50.0,67.0,69.0,66.0,60.0,97.0,108
9255,65.0,52.0,66.0,68.0,65.0,61.0,99.0,107
9256,63.0,53.0,66.0,69.0,67.0,62.0,101.0,109
9257,61.0,53.0,66.0,73.0,67.0,61.0,102.0,106
9258,57.0,52.0,67.0,74.0,66.0,59.0,103.0,103
9259,56.0,51.0,67.0,75.0,65.0,57.0,104.0,108
9260,57.0,51.0,67.0,76.0,63.0,56.0,103.0,110
9261,56.0,51.0,68.0,78.0,64.0,54.0,99.0,111
9262,54.0,52.0,69.0,77.0,65.0,55.0,94.0,112
9263,53.0,51.0,68.0,75.0,65.0,56.0,90.0,111
9264,53.0,52.0,70.0,73.0,65.0,58.0,88.0,113
9265,54.0,52.0,71.0,74.0,63.0,59.0,97.0,115
9266,55.0,53.0,70.0,71.0,62.0,57.0,100.0,112
9267,57.0,54.0,68.0,68.0,61.0,56.0,102.0,110
9268,59.0,55.0,70.0,62.0,62.0,53.0,101.0,108
9269,60.0,54.0,71.0,61.0,64.0,52.0,102.0,106
9270,62.0,51.0,73.0,56.0,66.0,51.0,107.0,104
9271,64.0,49.0,72.0,53.0,68.0,52.0,110.0,101
9272,63.0,48.0,74.0,52.0,66.0,51.0,111.0,100
9273,64.0,48.0,73.0,50.0,65.0,50.0,113.0,99
9274,63.0,49.0,73.0,51.0,65.0,49.0,114.0,97
9275,62.0,50.0,74.0,52.0,65.0,50.0,121.0,100
9276,57.0,51.0,73.0,54.0,66.0,51.0,133.0,101
9277,53.0,52.0,74.0,56.0,67.0,50.0,136.0,100
9278,54.0,51.0,74.0,58.0,68.0,51.0,135.0,99
9279,54.0,53.0,71.0,61.0,67.0,52.0,134.0,97
9280,55.0,54.0,64.0,62.0,68.0,54.0,131.0,91
9281,54.0,54.0,60.0,64.0,69.0,55.0,129.0,84
9282,54.0,55.0,61.0,64.0,69.0,56.0,130.0,81
9283,55.0,56.0,59.0,65.0,67.0,55.0,131.0,83
9284,57.0,57.0,58.0,64.0,65.0,54.0,134.0,85
9285,59.0,57.0,54.0,63.0,64.0,54.0,136.0,86
9286,59.0,56.0,55.0,62.0,65.0,53.0,134.0,88
9287,59.0,57.0,56.0,61.0,66.0,52.0,132.0,90
9288,59.0,58.0,57.0,58.0,67.0,53.0,129.0,88
9289,59.0,59.0,56.0,57.0,67.0,54.0,125.0,87
9290,60.0,57.0,55.0,54.0,66.0,53.0,124.0,86
9291,60.0,54.0,55.0,52.0,69.0,51.0,121.0,84
9292,60.0,55.0,54.0,52.0,73.0,50.0,120.0,84
9293,60.0,55.0,55.0,51.0,71.0,51.0,116.0,83
9294,60.0,56.0,55.0,49.0,65.0,52.0,113.0,84
9295,60.0,57.0,55.0,48.0,66.0,53.0,108.0,85
9296,60.0,58.0,55.0,47.0,67.0,52.0,102.0,86
9297,60.0,56.0,55.0,48.0,69.0,51.0,98.0,86
9298,60.0,55.0,55.0,49.0,70.0,51.0,98.0,86
9299,60.0,53.0,56.0,50.0,70.0,52.0,96.0,86
9300,60.0,56.0,57.0,49.0,69.0,52.0,91.0,82
9301,62.0,56.0,56.0,50.0,68.0,53.0,86.0,80
9302,64.0,54.0,57.0,50.0,67.0,52.0,80.0,77
9303,66.0,54.0,56.0,51.0,67.0,52.0,72.0,76
9304,67.0,54.0,57.0,53.0,66.0,54.0,65.0,74
9305,67.0,53.0,58.0,55.0,64.0,53.0,59.0,75
9306,69.0,51.0,58.0,56.0,63.0,52.0,52.0,72
9307,68.0,52.0,58.0,55.0,64.0,51.0,51.0,70
9308,68.0,52.0,57.0,57.0,65.0,52.0,51.0,71
9309,68.0,52.0,57.0,58.0,67.0,54.0,51.0,70
9310,67.0,51.0,57.0,59.0,68.0,56.0,51.0,71
9311,66.0,53.0,58.0,60.0,65.0,55.0,54.0,73
9312,67.0,52.0,58.0,60.0,61.0,56.0,55.0,78
9313,69.0,53.0,56.0,61.0,60.0,55.0,53.0,79
9314,68.0,55.0,57.0,60.0,61.0,54.0,53.0,78
9315,69.0,57.0,56.0,57.0,62.0,54.0,52.0,77
9316,68.0,58.0,57.0,56.0,60.0,55.0,51.0,77
9317,68.0,60.0,59.0,56.0,59.0,56.0,52.0,78
9318,69.0,60.0,59.0,56.0,58.0,56.0,53.0,80
9319,70.0,62.0,58.0,58.0,58.0,55.0,53.0,79
9320,69.0,61.0,59.0,59.0,60.0,54.0,54.0,79
9321,69.0,60.0,60.0,60.0,61.0,54.0,55.0,78
9322,69.0,57.0,59.0,61.0,60.0,53.0,53.0,79
9323,71.0,53.0,59.0,62.0,60.0,54.0,52.0,82
9324,72.0,52.0,60.0,61.0,61.0,55.0,52.0,84
9325,78.0,51.0,59.0,60.0,61.0,56.0,51.0,83
9326,77.0,50.0,59.0,60.0,61.0,58.0,51.0,82
9327,78.0,50.0,58.0,59.0,61.0,59.0,51.0,83
9328,79.0,49.0,57.0,59.0,61.0,61.0,52.0,85
9329,75.0,49.0,56.0,60.0,61.0,62.0,51.0,85
9330,70.0,48.0,57.0,59.0,59.0,63.0,51.0,86
9331,64.0,48.0,58.0,60.0,58.0,64.0,52.0,87
9332,55.0,49.0,59.0,61.0,58.0,65.0,54.0,86
9333,55.0,51.0,58.0,63.0,59.0,66.0,53.0,86
9334,57.0,52.0,59.0,60.0,61.0,67.0,54.0,83
9335,57.0,54.0,58.0,58.0,63.0,66.0,56.0,71
9336,56.0,56.0,58.0,56.0,63.0,67.0,57.0,66
9337,54.0,57.0,57.0,55.0,62.0,66.0,56.0,63
9338,55.0,58.0,58.0,54.0,61.0,67.0,54.0,62
9339,55.0,60.0,59.0,54.0,63.0,68.0,52.0,62
9340,56.0,61.0,58.0,54.0,64.0,66.0,51.0,62
9341,56.0,63.0,57.0,54.0,67.0,65.0,50.0,63
9342,57.0,65.0,56.0,56.0,70.0,63.0,50.0,64
9343,58.0,65.0,57.0,58.0,72.0,64.0,52.0,63
9344,57.0,66.0,58.0,59.0,74.0,65.0,53.0,62
9345,56.0,66.0,57.0,61.0,73.0,66.0,55.0,62
9346,56.0,68.0,58.0,58.0,76.0,66.0,58.0,63
9347,56.0,68.0,59.0,56.0,84.0,67.0,61.0,62
9348,56.0,68.0,58.0,54.0,85.0,68.0,62.0,63
9349,55.0,68.0,57.0,53.0,85.0,68.0,61.0,62
9350,56.0,66.0,58.0,52.0,84.0,69.0,60.0,64
9351,57.0,64.0,59.0,53.0,64.0,68.0,61.0,65
9352,58.0,65.0,60.0,54.0,55.0,68.0,62.0,66
9353,60.0,67.0,60.0,53.0,54.0,69.0,64.0,67
9354,61.0,66.0,62.0,52.0,53.0,69.0,65.0,68
9355,60.0,63.0,64.0,50.0,52.0,70.0,67.0,67
9356,59.0,62.0,65.0,49.0,52.0,71.0,68.0,66
9357,58.0,60.0,64.0,47.0,53.0,70.0,67.0,65
9358,58.0,60.0,62.0,47.0,54.0,69.0,66.0,66
9359,58.0,62.0,60.0,48.0,54.0,70.0,65.0,65
9360,59.0,64.0,59.0,49.0,54.0,70.0,66.0,65
9361,60.0,65.0,58.0,50.0,55.0,70.0,65.0,64
9362,61.0,63.0,59.0,56.0,56.0,69.0,64.0,66
9363,62.0,60.0,59.0,60.0,54.0,68.0,65.0,66
9364,64.0,59.0,60.0,61.0,53.0,67.0,66.0,68
9365,65.0,57.0,59.0,60.0,51.0,67.0,68.0,67
9366,65.0,58.0,60.0,59.0,51.0,68.0,69.0,66
9367,66.0,59.0,61.0,60.0,50.0,69.0,70.0,67
9368,67.0,60.0,62.0,60.0,49.0,70.0,69.0,68
9369,70.0,62.0,63.0,62.0,50.0,69.0,71.0,69
9370,72.0,63.0,61.0,63.0,50.0,66.0,72.0,69
9371,75.0,60.0,62.0,61.0,51.0,67.0,71.0,68
9372,75.0,58.0,61.0,56.0,52.0,68.0,71.0,67
9373,74.0,58.0,62.0,57.0,52.0,67.0,71.0,68
9374,72.0,59.0,60.0,54.0,52.0,67.0,72.0,70
9375,73.0,61.0,63.0,53.0,52.0,66.0,72.0,71
9376,71.0,60.0,63.0,51.0,53.0,67.0,70.0,70
9377,70.0,58.0,62.0,52.0,53.0,68.0,69.0,68
9378,72.0,59.0,59.0,53.0,53.0,69.0,68.0,69
9379,71.0,56.0,58.0,54.0,53.0,68.0,67.0,70
9380,66.0,56.0,58.0,56.0,53.0,70.0,66.0,71
9381,67.0,57.0,59.0,53.0,54.0,69.0,65.0,72
9382,63.0,56.0,60.0,50.0,55.0,70.0,67.0,76
9383,60.0,57.0,60.0,51.0,56.0,69.0,65.0,81
9384,59.0,58.0,59.0,53.0,57.0,70.0,63.0,85
9385,59.0,59.0,58.0,53.0,58.0,68.0,64.0,88
9386,60.0,59.0,58.0,52.0,59.0,67.0,67.0,89
9387,61.0,61.0,60.0,51.0,60.0,67.0,68.0,90
9388,62.0,62.0,60.0,53.0,61.0,66.0,70.0,91
9389,62.0,63.0,60.0,54.0,62.0,65.0,71.0,93
9390,63.0,63.0,60.0,56.0,64.0,66.0,71.0,97
